SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC51009,13,10,23,7,4,10,0,3,7,3,0,3,0,0,0,16,9,17,0,0,6,0,0,0,123.1,90,73.9,76.9,70,87,0,0,0,0,0,0,0,0,0,3,3,6,3,3,9,0,0,0,0,0,0,3,3,9,16,9,26,0,5,3,10,4,12,12,8,19
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,4661,4981,9644,2170,1496,3667,726,1274,1995,126,174,305,218,162,378,3240,3103,6343,948,1398,2339,6.7,5.2,6,69.5,62.3,65.8,64.8,59.1,61.9,397,407,799,145,233,377,1284,1408,2691,417,472,889,557,270,824,30,40,68,44,74,122,634,387,1020,3676,3916,7595,1025,1092,2115,2319,2473,4788,2269,2432,4700
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,14,12,23,15,3,14,0,3,3,0,0,0,0,0,0,15,6,19,0,4,4,0,0,0,107.1,50,82.6,107.1,50,73.9,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,21,0,0,4,10,8,16,6,6,13
SSC51014,208,174,376,57,40,93,14,20,38,9,3,12,10,5,20,93,73,166,60,58,119,10.8,6.8,12,44.7,42,44.1,38.5,36.2,38,5,0,7,4,3,4,7,16,24,6,4,15,31,12,45,3,4,3,3,0,6,39,15,60,164,137,301,19,22,44,103,69,174,73,76,150
SSC51015,454,472,926,184,124,307,83,133,211,20,21,42,32,15,43,314,290,601,120,155,280,10.2,5.2,7.2,69.2,61.4,64.9,63.2,58.9,60.5,12,13,24,10,13,25,40,74,116,32,64,90,127,68,201,10,11,17,5,20,20,144,97,237,363,389,750,117,120,239,230,239,471,242,271,512
SSC51016,1259,1240,2499,567,274,846,165,381,548,40,33,71,69,50,120,845,736,1580,334,437,774,8.2,6.8,7.6,67.1,59.4,63.2,61.3,55.5,58.6,29,37,67,9,25,35,141,158,295,95,131,225,385,156,540,18,13,29,21,46,65,420,217,637,1226,1207,2435,136,143,275,845,819,1660,479,504,983
SSC51017,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,2696,2946,5635,1274,735,2009,425,776,1202,59,61,116,120,101,221,1878,1675,3557,678,1147,1824,6.4,6,6.2,69.7,56.9,63.1,65.2,53.4,59,289,238,521,78,140,217,758,810,1568,263,317,576,368,159,524,13,17,34,39,78,118,415,261,672,2461,2614,5076,534,554,1085,1528,1706,3234,1397,1409,2806
SSC51021,820,873,1694,358,199,557,81,182,268,21,21,40,36,30,70,496,437,935,268,383,652,7.3,6.9,7.5,60.5,50.1,55.2,56.1,46,51.1,13,16,23,13,14,23,58,84,141,66,97,162,250,113,360,6,12,15,21,26,43,274,150,423,777,818,1593,84,109,189,582,610,1195,250,299,556
SSC51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,897,166,1062,641,113,749,29,8,36,47,10,53,3,0,3,712,130,844,6,4,6,0.4,0,0.4,79.4,78.3,79.5,79.9,78.9,78.9,20,7,24,10,4,8,71,19,91,59,9,74,298,31,331,10,4,16,10,0,12,321,38,355,521,77,595,193,54,253,178,19,193,533,116,648
SSC51024,23,16,41,17,12,28,0,3,3,0,0,3,0,0,0,14,15,33,0,0,0,0,0,0,60.9,93.8,80.5,73.9,93.8,82.9,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,14,14,31,0,0,0,19,18,32,0,0,3
SSC51025,9,8,15,4,3,10,0,3,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,55.6,37.5,73.3,44.4,75,66.7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,8,4,12,4,3,5,5,4,15,3,0,4
SSC51026,1235,1281,2516,611,356,970,149,370,520,49,36,85,74,53,130,881,818,1701,262,392,656,8.4,6.5,7.6,71.3,63.9,67.6,65.5,59.5,62.6,20,23,40,15,33,50,94,131,228,93,132,222,368,189,551,22,31,53,23,34,58,410,251,658,1204,1224,2430,227,251,479,797,838,1638,564,594,1163
SSC51027,24,16,40,17,7,28,0,6,6,0,0,3,0,0,0,19,10,34,3,8,9,0,0,0,79.2,62.5,85,70.8,81.3,92.5,0,0,0,0,0,0,0,4,11,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,25,20,49,3,4,9,24,12,31,3,10,16
SSC51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,418,384,800,184,103,289,46,92,136,17,20,36,18,15,33,271,217,488,110,134,240,6.6,6.9,6.8,64.8,56.5,61,59.1,56,57.6,0,0,0,0,4,5,17,23,42,21,38,57,118,45,162,0,0,6,6,18,24,124,68,192,413,395,806,29,27,54,284,270,558,145,134,276
SSC51031,80,63,139,28,22,50,14,18,34,6,0,4,3,3,5,55,43,93,22,18,35,5.5,7,5.4,68.8,68.3,66.9,60,63.5,63.3,0,0,0,0,0,0,7,4,9,3,7,10,25,6,29,0,0,0,0,0,0,21,6,32,61,50,118,13,20,34,54,48,101,22,21,44
SSC51032,139,136,272,15,9,29,9,9,16,3,3,9,15,14,21,38,34,69,59,73,136,39.5,41.2,30.4,27.3,25,25.4,19.4,15.4,19.9,0,4,4,0,0,0,0,6,3,6,4,8,15,3,18,3,3,5,3,4,9,25,12,33,147,139,281,41,26,67,131,115,250,38,30,65
SSC51033,11,3,16,8,0,7,0,0,0,0,0,0,0,0,0,6,4,8,3,0,3,0,0,0,54.5,133.3,50,72.7,0,43.8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,9,4,13,3,0,5,3,3,4,6,3,10
SSC51034,144,134,276,76,27,105,11,35,46,4,4,7,5,3,3,94,69,162,40,56,97,5.3,4.3,1.9,65.3,51.5,58.7,63.2,49.3,57.2,0,0,0,0,0,0,5,20,19,7,12,18,41,21,55,0,3,3,0,0,3,39,19,63,132,115,250,33,35,65,99,83,178,55,51,106
SSC51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,156,19,179,76,6,86,7,0,8,9,0,13,0,0,0,96,14,109,3,3,3,0,0,0,61.5,73.7,60.9,59,31.6,59.8,3,0,3,0,0,0,7,0,7,8,0,8,29,0,28,3,0,3,0,0,0,29,0,31,53,11,66,47,8,49,23,8,38,72,10,76
SSC51037,2305,2391,4701,1182,578,1758,310,792,1103,83,81,163,109,99,207,1680,1549,3231,506,725,1232,6.5,6.4,6.4,72.9,64.8,68.7,68.3,60.7,64.3,84,73,155,34,93,126,343,492,831,250,271,520,672,232,906,17,28,43,34,81,110,726,340,1062,2379,2428,4808,322,363,684,1691,1724,3419,938,987,1929
SSC51038,68,63,132,29,6,37,8,20,27,3,3,3,3,0,7,44,29,78,14,27,43,6.8,0,9,64.7,46,59.1,58.8,46,50.8,0,0,0,0,0,0,0,0,3,6,0,12,18,8,25,0,0,0,0,5,3,23,11,33,63,57,116,8,8,17,48,46,96,13,23,33
SSC51039,170,162,336,50,38,92,21,42,60,5,10,14,14,5,17,85,91,182,58,51,111,16.5,5.5,9.3,50,56.2,54.2,44.7,55.6,49.4,0,0,0,0,0,3,0,16,22,4,14,23,37,13,50,0,8,8,4,0,3,38,20,60,163,145,308,28,42,65,113,87,196,67,87,154
SSC51040,114,117,236,67,32,99,6,27,32,8,4,12,10,7,10,85,73,156,20,38,56,11.8,9.6,6.4,74.6,62.4,66.1,71.1,53.8,60.6,0,0,5,0,0,0,8,15,25,7,14,20,38,15,53,0,0,0,0,5,5,38,20,55,99,110,209,23,26,51,69,69,142,45,50,98
SSC51041,97,69,170,26,17,43,3,19,26,0,0,0,0,0,0,35,35,72,28,26,58,0,0,0,36.1,50.7,42.4,29.9,52.2,40.6,0,0,0,0,0,0,3,11,11,5,4,10,14,9,23,3,0,3,0,3,3,17,18,33,72,69,141,9,13,20,50,54,111,24,23,48
SSC51042,33,36,69,16,4,20,7,10,20,0,0,0,0,0,0,23,19,38,6,12,21,0,0,0,69.7,52.8,55.1,69.7,38.9,58,0,0,0,0,0,0,3,4,10,5,5,13,10,3,11,0,0,3,0,0,3,13,8,21,38,32,71,0,0,0,29,28,59,4,8,9
SSC51043,26,25,46,15,6,25,4,8,5,0,0,0,0,0,0,23,11,35,3,14,16,0,0,0,88.5,44,76.1,73.1,56,65.2,0,0,0,0,0,0,0,3,3,0,0,3,4,8,13,0,3,3,0,0,0,4,8,16,29,31,60,0,0,3,26,19,45,4,7,8
SSC51044,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,3,0,0,9
SSC51045,1221,1321,2543,534,267,804,142,344,492,35,43,78,46,30,74,761,691,1455,380,539,920,6,4.3,5.1,62.3,52.3,57.2,58.2,49.5,54,36,23,63,20,46,63,142,191,333,102,156,263,353,121,481,8,15,21,18,44,68,388,184,573,1204,1288,2498,145,164,307,860,918,1779,461,511,973
SSC51046,517,472,985,240,85,323,57,138,192,29,15,37,27,24,57,352,260,613,116,168,288,7.7,9.2,9.3,68.1,55.1,62.2,63.1,50.4,56,3,4,7,3,3,9,10,37,49,27,32,58,155,73,227,0,15,14,3,11,19,160,99,263,511,461,970,53,58,112,378,329,710,162,167,335
SSC51047,8,17,24,4,12,15,0,0,0,0,0,0,0,0,0,3,12,15,0,3,7,0,0,0,37.5,70.6,62.5,50,70.6,62.5,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,7,13,17,0,6,8,7,6,18,0,7,6
SSC51048,19,15,37,15,7,14,0,9,9,0,0,3,0,0,0,14,10,28,8,4,8,0,0,0,73.7,66.7,75.7,78.9,106.7,70.3,0,0,0,0,0,0,0,3,3,0,0,0,13,0,16,0,0,0,0,0,0,13,4,14,19,23,44,0,0,0,21,20,43,3,0,3
SSC51049,55,50,98,29,5,31,3,10,16,10,5,13,0,3,3,40,26,63,9,15,19,0,11.5,4.8,72.7,52,64.3,76.4,40,61.2,0,0,0,0,0,0,5,3,9,0,0,3,5,9,19,0,0,0,0,0,0,10,6,18,46,39,87,7,12,12,34,30,71,15,17,32
SSC51050,1749,1812,3561,960,523,1486,176,540,718,59,65,126,92,47,141,1290,1171,2463,366,560,922,7.1,4,5.7,73.8,64.6,69.2,68.3,62.3,65.4,22,37,61,9,32,47,145,256,402,136,169,306,565,222,788,10,38,51,35,43,77,615,301,916,1743,1803,3541,255,276,533,997,1059,2059,897,916,1815
SSC51051,24,19,37,15,7,16,0,7,4,0,0,0,0,0,0,15,11,29,0,0,5,0,0,0,62.5,57.9,78.4,62.5,73.7,54.1,0,0,0,0,0,0,0,3,3,0,0,0,7,0,6,0,0,0,0,0,0,7,0,6,18,18,36,3,0,3,12,15,28,3,4,8
SSC51052,50,39,86,16,12,34,8,11,18,0,4,5,0,0,0,29,25,56,11,9,22,0,0,0,58,64.1,65.1,48,69.2,66.3,0,0,0,0,0,0,3,8,8,4,3,7,16,3,17,0,0,0,0,3,3,16,3,17,45,38,86,8,6,17,33,27,63,16,13,28
SSC51053,29,21,49,17,12,28,0,0,0,0,0,0,0,0,0,19,16,35,5,9,9,0,0,0,65.5,76.2,71.4,58.6,57.1,57.1,0,0,0,0,0,0,3,0,3,0,3,3,5,3,9,0,0,0,0,0,0,6,3,10,18,17,34,6,4,9,15,12,28,10,8,18
SSC51054,1538,1727,3262,376,222,602,224,338,565,39,37,79,92,82,182,733,685,1420,648,801,1451,12.6,12,12.8,47.7,39.7,43.5,41.5,34.6,38.2,104,67,179,32,43,73,308,357,662,139,171,311,162,68,232,11,19,34,23,28,53,201,121,318,1136,1350,2486,277,312,592,701,875,1573,686,709,1393
SSC51055,9,8,20,6,3,13,3,3,3,0,0,0,0,0,0,9,6,15,0,3,3,0,0,0,100,75,75,100,75,80,0,0,0,0,3,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,24,0,0,0,10,9,14,3,3,7
SSC51056,11,11,24,4,3,9,0,7,4,0,0,3,0,3,3,8,13,17,3,3,3,0,23.1,17.6,72.7,118.2,70.8,36.4,90.9,66.7,3,0,3,0,0,0,0,0,5,0,3,3,4,0,0,0,0,0,0,0,0,4,6,4,12,3,13,3,7,11,0,0,0,9,9,21
SSC51057,162,136,302,70,28,94,13,31,39,4,3,13,9,3,10,93,64,151,44,42,86,9.7,4.7,6.6,57.4,47.1,50,53.7,45.6,48.3,0,3,7,3,4,3,14,10,26,9,13,18,45,16,56,0,0,0,3,5,6,50,18,68,133,107,243,24,17,44,88,74,168,57,47,104
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,683,890,1570,324,173,495,92,257,344,18,18,37,20,20,40,442,461,907,195,332,526,4.5,4.3,4.4,64.7,51.8,57.8,63.5,50.3,55.8,21,22,44,8,33,47,129,182,311,68,72,136,154,70,225,3,17,15,11,24,30,165,109,272,681,823,1505,125,153,279,452,548,993,331,395,729
SSC51060,208,210,421,109,53,165,19,65,84,11,4,16,7,0,6,147,129,268,37,61,97,4.8,0,2.2,70.7,61.4,63.7,66.8,58.1,62.9,0,6,5,3,9,7,8,13,20,10,16,28,47,27,69,3,3,10,3,11,12,55,38,91,201,206,400,19,16,29,153,152,304,53,59,115
SSC51061,62,50,115,19,13,30,6,14,17,5,7,11,0,0,0,30,28,64,26,14,36,0,0,0,48.4,56,55.7,48.4,68,50.4,0,0,0,0,0,0,3,4,4,0,4,4,18,8,26,0,0,3,0,0,4,15,12,27,59,46,107,6,5,10,44,34,82,20,13,34
SSC51062,7,11,19,7,0,3,0,4,4,0,0,0,0,3,3,7,4,11,0,4,6,0,75,27.3,100,36.4,57.9,100,36.4,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,5,3,4,6,3,5,11
SSC51063,3,3,6,3,3,5,0,0,0,0,0,0,0,0,0,3,3,5,0,4,4,0,0,0,100,100,83.3,100,100,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,5,14,0,0,0,3,3,4,0,4,8
SSC51064,8,9,12,8,3,10,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,100,44.4,100,100,33.3,83.3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,3,3,4,8,5,13,0,4,4,8,3,11,0,3,10
SSC51065,15,11,19,10,3,14,0,5,9,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,73.3,54.5,89.5,66.7,72.7,121.1,0,0,0,0,0,0,0,3,3,0,0,0,5,0,6,0,0,0,0,0,3,6,3,9,16,16,27,0,0,0,13,12,22,4,3,5
SSC51066,141,114,254,68,20,88,16,39,56,6,0,3,4,5,13,93,74,162,33,38,72,4.3,6.8,8,66,64.9,63.8,63.8,51.8,57.9,3,3,4,0,0,0,3,13,15,16,10,27,45,12,61,0,3,3,3,3,3,45,20,69,128,92,223,34,36,71,70,46,117,82,70,154
SSC51067,17,17,28,3,0,5,3,4,4,0,3,3,0,0,0,5,10,12,3,8,15,0,0,0,29.4,58.8,42.9,35.3,41.2,42.9,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,17,18,33,0,0,0,17,16,26,0,0,0
SSC51068,16,9,32,5,3,5,4,0,5,0,0,0,0,0,0,5,3,13,9,9,19,0,0,0,31.3,33.3,40.6,56.3,33.3,31.3,0,0,3,0,0,0,0,0,3,0,0,0,8,0,9,0,0,0,0,0,0,7,0,10,19,11,29,0,0,3,16,6,25,3,3,9
SSC51069,4,4,14,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,0,0,0,75,0,21.4,75,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,0,0,3,3,9,0,0,0
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,33,21,51,19,8,25,3,8,15,0,0,0,0,0,0,24,12,35,3,6,9,0,0,0,72.7,57.1,68.6,66.7,76.2,78.4,0,0,0,0,0,0,4,3,9,0,0,3,4,0,4,0,0,0,0,0,3,9,3,10,34,26,53,0,0,3,16,17,32,9,12,23
SSC51072,4,7,8,4,3,12,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,100,100,100,100,42.9,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,5,11,0,0,0,5,5,11,0,0,0
SSC51073,390,391,781,125,74,196,54,96,152,21,11,30,13,12,19,208,200,410,146,162,309,6.3,6,4.6,53.3,51.2,52.5,51.3,46.3,48.4,8,8,16,5,11,15,26,37,65,26,53,75,92,39,129,5,6,11,5,7,13,98,53,157,358,356,717,63,57,125,263,255,521,149,152,303
SSC51074,52,43,94,17,14,29,5,6,14,3,0,3,0,0,0,23,21,43,12,11,27,0,0,0,44.2,48.8,45.7,48.1,46.5,48.9,0,0,0,0,0,0,0,6,5,3,3,7,6,5,9,0,0,0,0,0,4,11,5,17,39,26,66,8,8,17,37,25,57,7,10,24
SSC51075,55,15,71,43,10,55,0,3,3,4,0,4,0,0,0,46,12,63,3,0,5,0,0,0,83.6,80,88.7,85.5,86.7,87.3,0,0,6,0,0,0,3,0,4,3,3,8,12,0,15,0,0,3,0,0,0,17,5,21,38,9,53,14,7,17,22,6,32,26,5,38
SSC51076,118,115,236,51,25,73,24,37,59,5,8,10,0,3,3,76,71,151,35,40,68,0,4.2,2,64.4,61.7,64,67.8,60.9,60.2,4,0,3,0,0,0,3,17,24,12,4,17,34,14,45,0,3,4,0,5,3,36,21,56,130,119,245,7,3,12,102,87,190,32,28,56
SSC51077,8,8,10,8,3,8,0,3,3,0,0,0,0,0,0,8,7,10,0,0,0,0,0,0,100,87.5,100,100,75,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,7,14,0,0,0,7,3,7,3,0,5
SSC51078,192,208,396,97,47,142,13,37,51,0,10,12,5,5,10,116,99,214,62,87,145,4.3,5.1,4.7,60.4,47.6,54,57.3,45.2,51.8,3,0,0,0,3,3,6,17,28,3,7,15,27,17,47,0,3,8,0,3,6,28,30,61,185,196,379,26,25,47,105,119,225,81,95,178
SSC51079,282,102,386,3,7,15,7,4,15,3,0,9,8,0,6,19,16,33,257,86,342,42.1,0,18.2,6.7,15.7,8.5,4.6,10.8,10.1,0,0,0,0,0,0,0,0,0,0,3,5,4,3,8,0,0,0,0,0,3,7,3,13,31,23,57,0,0,0,21,23,44,5,9,12
SSC51080,22,35,58,10,7,20,7,15,20,0,0,0,0,0,0,21,20,40,6,6,13,0,0,0,95.5,57.1,69,77.3,62.9,69,0,0,3,0,0,0,4,3,6,3,4,7,3,3,10,0,0,0,0,0,0,5,3,8,17,36,52,8,10,22,13,11,17,13,30,44
SSC51081,15,12,21,8,0,13,0,5,5,0,0,0,0,0,0,8,4,16,0,3,3,0,0,0,53.3,33.3,76.2,53.3,41.7,85.7,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,9,10,19,0,0,0,9,3,14,0,3,4
SSC51082,208,205,409,104,55,157,31,52,82,8,13,22,8,6,19,149,128,275,39,63,97,5.4,4.7,6.9,71.6,62.4,67.2,68.8,58.5,63.8,4,0,6,3,4,3,8,22,32,15,9,28,44,24,68,0,5,5,3,3,10,42,37,76,196,198,394,23,24,54,161,157,312,52,59,112
SSC51083,1598,1779,3375,653,377,1030,137,371,513,87,58,146,58,41,103,945,848,1792,482,730,1214,6.1,4.8,5.7,59.1,47.7,53.1,54.9,45.3,50,13,20,33,15,31,50,107,163,271,68,158,225,377,187,569,33,46,86,29,44,77,445,283,730,1493,1593,3086,290,338,627,992,1068,2061,671,754,1426
SSC51084,49,42,90,31,11,47,6,12,19,0,0,0,0,0,0,41,30,69,7,14,24,0,0,0,83.7,71.4,76.7,75.5,54.8,73.3,0,0,5,0,0,0,9,10,14,3,4,10,17,4,22,0,0,0,0,3,3,22,5,29,59,52,115,4,3,3,42,35,78,15,18,31
SSC51085,34,24,56,14,5,20,3,3,9,0,0,0,0,0,0,20,10,32,11,7,17,0,0,0,58.8,41.7,57.1,50,33.3,51.8,0,0,0,0,0,0,4,7,12,3,0,4,6,0,12,0,4,3,3,0,4,14,7,16,30,18,51,7,8,9,17,14,30,17,13,23
SSC51086,13,10,21,0,0,5,6,4,8,0,0,3,0,0,0,9,6,14,3,3,6,0,0,0,69.2,60,66.7,46.2,40,76.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,5,0,0,0,4,5,13,4,5,9,4,3,4,7,7,13,5,3,3
SSC51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,4079,4223,8300,1731,965,2695,702,1181,1881,91,112,203,172,135,308,2696,2388,5090,1188,1655,2844,6.4,5.7,6.1,66.1,56.5,61.3,61.9,53.5,57.6,777,579,1350,130,212,344,1425,1491,2911,232,347,573,201,115,315,12,35,44,25,69,94,234,222,450,3857,4001,7863,829,781,1615,2469,2681,5150,2116,2002,4118
SSC51089,45,30,77,36,10,40,4,11,14,0,0,3,0,0,0,39,20,61,3,3,3,0,0,0,86.7,66.7,79.2,88.9,70,74,0,0,0,0,0,0,6,11,18,3,0,3,5,0,5,0,0,0,0,0,0,5,4,10,40,33,77,3,0,3,36,26,55,14,5,19
SSC51090,6,6,15,5,0,10,0,4,3,0,0,0,0,0,0,8,4,16,0,0,0,0,0,0,133.3,66.7,106.7,83.3,66.7,86.7,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,6,6,14,7,4,5,5,0,11,8,3,7
SSC51091,40,34,73,15,3,11,12,11,18,3,0,3,3,0,3,22,16,44,11,10,15,13.6,0,6.8,55,47.1,60.3,75,41.2,43.8,0,0,3,0,0,0,7,3,8,3,3,4,9,0,14,0,0,0,0,0,0,9,3,16,38,29,68,4,3,6,19,14,33,15,14,32
SSC51092,112,88,203,55,31,89,19,22,39,5,6,7,0,0,0,78,61,139,28,16,40,0,0,0,69.6,69.3,68.5,70.5,67,66.5,4,3,10,0,0,0,5,7,18,9,10,19,24,8,29,0,3,7,0,0,0,26,8,32,92,85,173,26,11,38,66,64,131,43,29,74
